,Phylum,Class,Order,Family,Genus
ASV2393,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudooceanicola
ASV2394,Proteobacteria,Deltaproteobacteria,Myxococcales,Eel-36e1D6,
ASV2395,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV2396,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2397,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2398,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV2399,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV2400,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pusillimonas
ASV2401,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga
ASV2402,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Zoogloea
ASV2403,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga
ASV2404,Proteobacteria,Alphaproteobacteria,,,
ASV2405,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV2406,Proteobacteria,Gammaproteobacteria,KI89A_clade,,
ASV2407,Armatimonadetes,Armatimonadia,Armatimonadales,,
ASV2408,,,,,
ASV2409,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
ASV2410,,,,,
ASV2411,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Labrenzia
ASV2412,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea
ASV2413,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV2414,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV2415,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa
ASV2416,Proteobacteria,Alphaproteobacteria,Dstr-E11,,
ASV2417,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,
ASV2418,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV2419,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
ASV2420,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiohalocapsa
ASV2421,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2422,Proteobacteria,Gammaproteobacteria,,,
ASV2423,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV2424,Proteobacteria,Alphaproteobacteria,,,
ASV2425,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,
ASV2426,Proteobacteria,,,,
ASV2427,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,
ASV2429,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fabibacter
ASV2430,Actinobacteria,Actinobacteria,Micrococcales,Bogoriellaceae,Georgenia
ASV2431,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maritimimonas
ASV2432,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula
ASV2433,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2434,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2435,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2436,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2437,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage
ASV2438,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
ASV2439,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,
ASV2440,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,XY-R5
ASV2441,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV2442,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
ASV2443,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV2444,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV2445,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola
ASV2446,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,AqS1
ASV2447,Bacteroidetes,Bacteroidia,Chitinophagales,,
ASV2448,Dadabacteria,Dadabacteriia,Dadabacteriales,,
ASV2449,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,AAP99
ASV2450,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia
ASV2451,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
ASV2452,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia
ASV2453,Proteobacteria,Alphaproteobacteria,,,
ASV2454,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pseudovibrio
ASV2455,Proteobacteria,Gammaproteobacteria,AT-s2-59,,
ASV2456,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella
ASV2457,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,
ASV2458,,,,,
ASV2459,Proteobacteria,Alphaproteobacteria,,,
ASV2460,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2461,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV2462,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV2463,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,
ASV2464,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola
ASV2465,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,
ASV2466,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Aestuariicella
ASV2467,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV2468,Proteobacteria,,,,
ASV2469,Proteobacteria,Gammaproteobacteria,,,
ASV2470,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV2471,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV2472,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Alkalispirochaeta
ASV2473,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV2474,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group
ASV2475,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus
ASV2476,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter
ASV2477,Proteobacteria,Gammaproteobacteria,I3A,,
ASV2478,,,,,
ASV2479,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV2480,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,
ASV2481,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter
ASV2482,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV2483,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
ASV2484,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
ASV2485,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV2486,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2487,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2488,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2489,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,
ASV2490,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Ga0074140
ASV2491,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2
ASV2492,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV2493,Proteobacteria,Gammaproteobacteria,,,
ASV2494,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Cribrihabitans
ASV2495,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV2496,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2497,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2498,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Aliiroseovarius
ASV2499,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2500,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV2501,Bacteroidetes,Bacteroidia,Cytophagales,Flammeovirgaceae,Sediminitomix
ASV2502,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV2503,Proteobacteria,,,,
ASV2504,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2505,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,
ASV2506,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,
ASV2507,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV2508,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Marinicella
ASV2509,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV2510,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV2511,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV2512,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,
ASV2513,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),,
ASV2514,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Sediminibacterium
ASV2515,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV2516,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Duganella
ASV2517,Patescibacteria,Parcubacteria,Candidatus_Nomurabacteria,,
ASV2518,Proteobacteria,Gammaproteobacteria,,,
ASV2519,Firmicutes,Clostridia,Clostridiales,Family_XII,Fusibacter
ASV2520,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade
ASV2521,Proteobacteria,Gammaproteobacteria,,,
ASV2522,Proteobacteria,Gammaproteobacteria,Steroidobacterales,,
ASV2523,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,Parvularcula
ASV2524,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia
ASV2525,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV2526,,,,,
ASV2527,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV2528,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,
ASV2529,Proteobacteria,Alphaproteobacteria,,,
ASV2530,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV2531,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus
ASV2532,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
ASV2533,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,
ASV2534,,,,,
ASV2535,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02
ASV2536,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Roseitalea
ASV2537,Firmicutes,Clostridia,Clostridiales,Family_XII,
ASV2538,Proteobacteria,Alphaproteobacteria,,,
ASV2539,Proteobacteria,Alphaproteobacteria,,,
ASV2540,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,
ASV2541,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV2542,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
ASV2543,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
ASV2544,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV2545,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Pseudoteredinibacter
ASV2546,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV2547,Proteobacteria,Gammaproteobacteria,,,
ASV2548,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV2549,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2550,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2551,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV2552,Proteobacteria,Deltaproteobacteria,Bradymonadales,,
ASV2553,Proteobacteria,Alphaproteobacteria,,,
ASV2554,Dependentiae,Babeliae,Babeliales,,
ASV2555,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV2556,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
ASV2557,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,
ASV2558,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia
ASV2559,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV2560,Bacteroidetes,Bacteroidia,Cytophagales,Amoebophilaceae,Candidatus_Amoebophilus
ASV2561,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV2562,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,
ASV2563,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,
ASV2564,,,,,
ASV2565,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera
ASV2566,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2567,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicimonas
ASV2568,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tropicibacter
ASV2569,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2570,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2571,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2572,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2573,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Salinimonas
ASV2574,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2575,Proteobacteria,Gammaproteobacteria,,,
ASV2576,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum
ASV2577,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,Candidatus_Jidaibacter
ASV2578,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga
ASV2579,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Leptothrix
ASV2580,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Inhella
ASV2581,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Hydrogenophaga
ASV2582,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Collimonas
ASV2583,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2584,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV2585,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
ASV2586,Proteobacteria,Alphaproteobacteria,Caulobacterales,Parvularculaceae,
ASV2587,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV2588,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV2589,Proteobacteria,Alphaproteobacteria,,,
ASV2590,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_4,Paramaledivibacter
ASV2591,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV2592,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
ASV2593,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
ASV2594,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_1
ASV2595,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio
ASV2596,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Marinobacterium
ASV2597,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oleiphilaceae,Oleiphilus
ASV2598,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus
ASV2599,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Pseudohaliea
ASV2600,Actinobacteria,Actinobacteria,,,
ASV2601,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV2602,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2603,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV2604,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2605,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,
ASV2606,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
ASV2607,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2608,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV2609,Actinobacteria,Acidimicrobiia,Microtrichales,,
ASV2610,Patescibacteria,Saccharimonadia,Saccharimonadales,,
ASV2611,,,,,
ASV2612,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,
ASV2613,Proteobacteria,Gammaproteobacteria,,,
ASV2614,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Klebsiella
ASV2615,Proteobacteria,Gammaproteobacteria,,,
ASV2616,Proteobacteria,Gammaproteobacteria,,,
ASV2617,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV2618,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1
ASV2619,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Dermabacter
ASV2620,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,
ASV2621,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula
ASV2622,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2623,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2624,Chlamydiae,Chlamydiae,Chlamydiales,,
ASV2625,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage
ASV2626,Planctomycetes,Planctomycetacia,,,
ASV2627,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,
ASV2628,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Mesonia
ASV2629,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV2630,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Catenococcus
ASV2631,,,,,
ASV2632,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Marinibacterium
ASV2633,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Silicimonas
ASV2634,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2635,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2636,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga
ASV2637,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,
ASV2638,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV2639,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agaribacter
ASV2640,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,
ASV2641,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV2642,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Macellibacteroides
ASV2643,Bacteroidetes,Bacteroidia,,,
ASV2644,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Saprospira
ASV2645,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Ferribacterium
ASV2646,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans
ASV2647,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,
ASV2648,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella
ASV2649,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Nitrosococcaceae,SZB85
ASV2650,Proteobacteria,Gammaproteobacteria,,,
ASV2651,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis
ASV2652,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,
ASV2653,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,
ASV2654,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
ASV2655,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV2656,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
ASV2657,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus
ASV2658,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira
ASV2659,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodopirillaceae,Defluviicoccus
ASV2660,Proteobacteria,Alphaproteobacteria,,,
ASV2661,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV2662,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,
ASV2663,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,Terasakiella
ASV2664,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter
ASV2665,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum
ASV2666,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,
ASV2667,Proteobacteria,Alphaproteobacteria,,,
ASV2668,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,
ASV2669,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group
ASV2670,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens
ASV2671,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Neptuniibacter
ASV2672,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade
ASV2673,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Litoribrevibacter
ASV2674,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas
ASV2675,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aureivirga
ASV2676,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gilvibacter
ASV2677,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2678,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,
ASV2679,Proteobacteria,Alphaproteobacteria,,,
ASV2680,Proteobacteria,,,,
ASV2681,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
ASV2682,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Rhodoluna
ASV2683,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter
ASV2684,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,
ASV2685,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,
ASV2686,Proteobacteria,Gammaproteobacteria,Cellvibrionales,,
